Month,Day,Year,Houston,Raleigh
6,24,2005,81.8,77.5
6,25,2005,82,75.6
6,26,2005,83,77.3
6,27,2005,82.7,78.6
6,28,2005,83.2,76.7
6,29,2005,84.4,77.2
6,30,2005,85.1,81
7,1,2005,88.1,84.2
7,2,2005,88.4,80.3
7,3,2005,87.5,78.1
7,4,2005,87.6,80.7
7,5,2005,86.4,82.8
7,6,2005,87.9,81.2
7,7,2005,84.7,81.2
7,8,2005,79,76.6
7,9,2005,81,78.1
7,10,2005,81.1,80.7
7,11,2005,80.7,80.4
7,12,2005,81.7,82.9
7,13,2005,82.3,82.3
7,14,2005,80.9,77.6
7,15,2005,75.8,80.7
7,16,2005,78.6,83.2
7,17,2005,79.4,82.9
7,18,2005,79.9,82.4
7,19,2005,81.5,83.2
7,20,2005,81.8,82.1
7,21,2005,80.8,84.3
7,22,2005,81.8,81.5
7,23,2005,80.3,80.7
7,24,2005,83.6,79.3
7,25,2005,84.3,82
7,26,2005,84.4,87.3
7,27,2005,84.3,89.2
7,28,2005,85.5,84.5
7,29,2005,85.5,75.8
7,30,2005,81.5,74.9
7,31,2005,82.2,74.9
8,1,2005,83.6,76.2
8,2,2005,82.8,79
8,3,2005,84.1,80.9
8,4,2005,83.7,81.1
8,5,2005,82.7,81.9
8,6,2005,83.6,82
8,7,2005,84.6,77.8
8,8,2005,81.4,76.4
8,9,2005,77,76
8,10,2005,80.3,77.2
8,11,2005,84,79.5
8,12,2005,83.9,82.3
8,13,2005,82.8,81.3
8,14,2005,82.6,81.1
8,15,2005,80.7,81.9
8,16,2005,79.2,83.3
8,17,2005,80.7,77.2
8,18,2005,82.4,75
8,19,2005,82.3,79.9
8,20,2005,84.2,83.1
8,21,2005,85,84.1
8,22,2005,86.3,80.3
8,23,2005,83.8,76.7
8,24,2005,85.5,76.5
8,25,2005,82.5,75.1
8,26,2005,83.5,72.5
8,27,2005,86.2,77.4
8,28,2005,83,79
8,29,2005,84,80.1
8,30,2005,82.8,82.5
8,31,2005,83.4,82.4
9,1,2005,82.4,77.2
9,2,2005,80.9,77.5
9,3,2005,80.5,77.9
9,4,2005,81.4,74.3
9,5,2005,80.1,73.4
9,6,2005,81.3,72.8
9,7,2005,78.8,72.8
9,8,2005,80,72.4
9,9,2005,80.9,71.6
9,10,2005,77.7,74.2
9,11,2005,79.1,72.4
9,12,2005,79,71.9
9,13,2005,80.7,76.4
9,14,2005,83.1,75.6
9,15,2005,84.7,79.4
9,16,2005,84.4,79.2
9,17,2005,83.4,78
9,18,2005,84.7,79.2
9,19,2005,83,78.2
9,20,2005,82,80.6
9,21,2005,87.2,73.9
9,22,2005,86.4,75.8
9,23,2005,83.3,77.9
9,24,2005,78.6,75.7
9,25,2005,84.7,75.4
9,26,2005,86.3,75.8
9,27,2005,86.6,74.3
9,28,2005,85.1,70.2
9,29,2005,82.7,72.1
9,30,2005,74.8,67.5
10,1,2005,79.2,70.2
10,2,2005,80.5,69.4
10,3,2005,81.1,66.8
10,4,2005,80.2,70.7
10,5,2005,81,74.7
10,6,2005,80.5,74.4
10,7,2005,69.9,72.7
10,8,2005,65.8,75.2
10,9,2005,64.3,66.3
10,10,2005,66.2,62.8
10,11,2005,73.6,65.4
10,12,2005,75.9,63.8
10,13,2005,75.5,65.9
10,14,2005,75,62.9
10,15,2005,73.5,65.2
10,16,2005,71.1,61.5
10,17,2005,72.1,56.4
10,18,2005,73.9,60.2
10,19,2005,74.1,67.5
10,20,2005,74.2,71.1
10,21,2005,75.6,68.1
10,22,2005,67.7,63.3
10,23,2005,66.7,56.4
10,24,2005,57.2,51.3
10,25,2005,57.3,49
10,26,2005,57.1,50.6
10,27,2005,61,46.7
10,28,2005,59.7,47.8
10,29,2005,57.7,44.2
10,30,2005,63.2,46.8
10,31,2005,69.4,53
11,1,2005,60.3,54.8
11,2,2005,58.5,57.8
11,3,2005,61.3,50.7
11,4,2005,68.8,57
11,5,2005,74.8,63
11,6,2005,76.9,64
11,7,2005,75.7,64.8
11,8,2005,75.8,58.3
11,9,2005,74.7,66.2
11,10,2005,74.3,64.6
11,11,2005,70.6,46
11,12,2005,74.2,47.3
11,13,2005,75.5,55
11,14,2005,74.5,65.6
11,15,2005,74.7,67.1
11,16,2005,53.7,70.1
11,17,2005,46.9,48.9
11,18,2005,47.8,36.2
11,19,2005,51.9,37.3
11,20,2005,57.4,45
11,21,2005,52.2,53
11,22,2005,54.4,48.1
11,23,2005,59.4,40
11,24,2005,65.9,52.6
11,25,2005,62.1,42.1
11,26,2005,63.7,36
11,27,2005,69.4,38.3
11,28,2005,63,56.8
11,29,2005,51.8,65.3
11,30,2005,50.7,54.7
12,1,2005,59.9,45.1
12,2,2005,53.8,43.2
12,3,2005,71.4,38.4
12,4,2005,70.4,53.1
12,5,2005,50.1,45.5
12,6,2005,44.5,37.4
12,7,2005,49.2,35.5
12,8,2005,37.3,34.9
12,9,2005,37.1,38.7
12,10,2005,47.8,34.9
12,11,2005,50.1,41.7
12,12,2005,51.8,40.6
12,13,2005,53.8,37
12,14,2005,63.6,27.6
12,15,2005,51.2,35.2
12,16,2005,45.5,41.5
12,17,2005,43.2,37.9
12,18,2005,45.3,37.7
12,19,2005,46.5,36.1
12,20,2005,44,34.9
12,21,2005,47.1,32.1
12,22,2005,44.8,31.2
12,23,2005,51.8,37
12,24,2005,65,43.6
12,25,2005,57,51.4
12,26,2005,54.8,47.9
12,27,2005,67.6,43.7
12,28,2005,64,47.7
12,29,2005,56.2,51.7
12,30,2005,61.9,43.5
12,31,2005,60.1,48.8
1,1,2006,70.1,47.1
1,2,2006,69.3,48.1
1,3,2006,61.2,48.7
1,4,2006,63.3,46.5
1,5,2006,59.9,50
1,6,2006,53.1,41.5
1,7,2006,50.8,33.9
1,8,2006,64,39.7
1,9,2006,67.6,53.6
1,10,2006,58,50.5
1,11,2006,47.6,54.8
1,12,2006,61.9,57.5
1,13,2006,63.9,58.1
1,14,2006,52.5,51.3
1,15,2006,57.4,38.9
1,16,2006,65.8,43.6
1,17,2006,54.1,52.9
1,18,2006,51.1,54.1
1,19,2006,64.9,43.2
1,20,2006,69.4,49.3
1,21,2006,58.4,51.8
1,22,2006,53.5,46.8
1,23,2006,50.6,40
1,24,2006,55.6,50.1
1,25,2006,54.6,47.1
1,26,2006,53.6,37.9
1,27,2006,53.8,36.5
1,28,2006,64.6,41
1,29,2006,65.3,53.9
1,30,2006,66.1,57.9
1,31,2006,55.5,49.5
2,1,2006,60.1,39.9
2,2,2006,66.7,44.4
2,3,2006,58.8,61.2
2,4,2006,53.5,58.2
2,5,2006,54.8,43.5
2,6,2006,64.9,36.7
2,7,2006,51.4,44.2
2,8,2006,49.8,35.6
2,9,2006,53.5,38.4
2,10,2006,58.9,35
2,11,2006,46.7,41.8
2,12,2006,42.6,37.2
2,13,2006,48.1,33.6
2,14,2006,53.3,37.8
2,15,2006,65.6,47.4
2,16,2006,71.5,55
2,17,2006,61.6,60.6
2,18,2006,44.8,43.8
2,19,2006,36.9,30.1
2,20,2006,40.4,36.6
2,21,2006,51.3,46.7
2,22,2006,66.1,45.4
2,23,2006,63.6,48.5
2,24,2006,57,46.7
2,25,2006,54.9,45.9
2,26,2006,56.2,42.5
2,27,2006,54.5,35.8
2,28,2006,63.1,51.6
3,1,2006,68.4,58.5
3,2,2006,71,64.5
3,3,2006,69.8,54.8
3,4,2006,61.8,40.4
3,5,2006,63.7,43.1
3,6,2006,70.8,47.1
3,7,2006,69.8,43.9
3,8,2006,70.7,43.2
3,9,2006,73.9,57
3,10,2006,64.8,66.1
3,11,2006,75.4,64.6
3,12,2006,76.7,68.9
3,13,2006,73,71.3
3,14,2006,63.4,67
3,15,2006,57.9,51.9
3,16,2006,70.8,51
3,17,2006,71.5,55.2
3,18,2006,66.4,47.9
3,19,2006,70.3,44.8
3,20,2006,72.8,43.1
3,21,2006,60.6,40.4
3,22,2006,52.4,41.5
3,23,2006,49.9,41.9
3,24,2006,47.7,46.5
3,25,2006,51.6,42.4
3,26,2006,56.7,39.8
3,27,2006,64.5,44.3
3,28,2006,63.6,49.4
3,29,2006,64,53
3,30,2006,68.6,53.8
3,31,2006,74.1,61.3
4,1,2006,75.5,68.8
4,2,2006,76.3,66
4,3,2006,75.9,66.8
4,4,2006,74.7,57.3
4,5,2006,73.2,56.7
4,6,2006,74.1,57.4
4,7,2006,76.5,67.8
4,8,2006,67.6,67.3
4,9,2006,65.3,49.3
4,10,2006,64.7,50.5
4,11,2006,67.8,57.7
4,12,2006,70.7,61.8
4,13,2006,70.5,67.1
4,14,2006,72.4,69.4
4,15,2006,74.1,74.9
4,16,2006,77.2,76.3
4,17,2006,80.1,64.9
4,18,2006,78.1,56.5
4,19,2006,77.5,58.3
4,20,2006,76,64
4,21,2006,74.9,70
4,22,2006,73.8,69.4
4,23,2006,74.8,67
4,24,2006,77.7,68.8
4,25,2006,79.9,70.9
4,26,2006,65.9,61
4,27,2006,63.8,52.9
4,28,2006,72.7,55.6
4,29,2006,75.4,57.2
4,30,2006,72.4,54.2
5,1,2006,74.2,56.2
5,2,2006,78.3,61.2
5,3,2006,78.7,65.6
5,4,2006,76.3,67.1
5,5,2006,76.8,70.3
5,6,2006,75.7,70.6
5,7,2006,76.2,58.9
5,8,2006,75.7,51.8
5,9,2006,80.9,56.4
5,10,2006,79.3,52.4
5,11,2006,72.8,68.9
5,12,2006,69.8,60.9
5,13,2006,72.9,61.4
5,14,2006,76.4,63.2
5,15,2006,70,59.8
5,16,2006,70,60.4
5,17,2006,71.2,60.7
5,18,2006,73.6,62.7
5,19,2006,80.2,60.5
5,20,2006,78.7,65.5
5,21,2006,76.3,71.3
5,22,2006,79,67.8
5,23,2006,79,62.7
5,24,2006,79.1,63.2
5,25,2006,81.1,73.5
5,26,2006,82,77.6
5,27,2006,82.5,76
5,28,2006,80.8,75.1
5,29,2006,76.6,76
5,30,2006,76.7,77
5,31,2006,74.7,78
6,1,2006,76.1,77.4
6,2,2006,79.2,78
6,3,2006,81.1,72.7
6,4,2006,81.1,69.3
6,5,2006,82,65.9
6,6,2006,82.3,64.4
6,7,2006,81.7,68.4
6,8,2006,82.3,72.1
6,9,2006,84.7,70.9
6,10,2006,84.8,74
6,11,2006,82.4,72.4
6,12,2006,81.3,71.6
6,13,2006,84.7,68.2
6,14,2006,81,67.2
6,15,2006,80.2,69.9
6,16,2006,83.3,72.3
6,17,2006,79.2,75.1
6,18,2006,80.8,75.4
6,19,2006,75.9,76.1
6,20,2006,76.1,79.6
6,21,2006,81.1,80
6,22,2006,82,79.5
6,23,2006,79.3,79.9
6,24,2006,83.8,76
6,25,2006,84.7,75.8
6,26,2006,83.2,75.1
6,27,2006,81.3,75.8
6,28,2006,79.8,77.9
6,29,2006,79.8,78.9
6,30,2006,79.1,75.4
7,1,2006,78.5,75.1
7,2,2006,78.3,80.3
7,3,2006,77.2,82.8
7,4,2006,78.3,83.4
7,5,2006,79.2,82.7
7,6,2006,80.5,73.4
7,7,2006,81.1,70
7,8,2006,82.1,69.6
7,9,2006,81.5,72.5
7,10,2006,83.3,76
7,11,2006,85.3,80.2
7,12,2006,84.6,81.6
7,13,2006,84.7,83.4
7,14,2006,84.5,82.1
7,15,2006,84.7,81.9
7,16,2006,86,82.5
7,17,2006,87.9,80.5
7,18,2006,85.7,82.7
7,19,2006,84.2,80.7
7,20,2006,84.2,78.5
7,21,2006,84.4,80.8
7,22,2006,84.3,81.8
7,23,2006,80.8,76.3
7,24,2006,78.7,75.9
7,25,2006,78.2,76.5
7,26,2006,76.5,77.7
7,27,2006,82.1,80.9
7,28,2006,84.8,81.5
7,29,2006,84.1,82.5
7,30,2006,84.1,80
7,31,2006,83.7,82.8
8,1,2006,84.4,83.3
8,2,2006,84.2,85.7
8,3,2006,82.8,86.2
8,4,2006,84.3,84.8
8,5,2006,84.1,82.2
8,6,2006,83.7,81.8
8,7,2006,81.5,79.8
8,8,2006,81,80.3
8,9,2006,84,79.8
8,10,2006,83.9,81.6
8,11,2006,82.2,77.4
8,12,2006,84.8,73.6
8,13,2006,84.9,71.4
8,14,2006,85,75.2
8,15,2006,86.4,80.6
8,16,2006,86.7,79.7
8,17,2006,87,77.1
8,18,2006,87,76.3
8,19,2006,83.6,78.9
8,20,2006,83.5,82.4
8,21,2006,85.3,79.3
8,22,2006,85.3,78
8,23,2006,79.8,79.9
8,24,2006,82.2,77.4
8,25,2006,85.1,77.5
8,26,2006,83.5,79.2
8,27,2006,83.9,78.9
8,28,2006,84.7,83.3
8,29,2006,85.4,84.3
8,30,2006,83.5,80.7
8,31,2006,80.3,73.8
9,1,2006,82.6,66.9
9,2,2006,82.3,69.9
9,3,2006,82,75.6
9,4,2006,81.2,76.9
9,5,2006,76.6,74.6
9,6,2006,77.6,71.3
9,7,2006,78.8,71.2
9,8,2006,79.8,73.8
9,9,2006,75.5,72.6
9,10,2006,78.6,73.3
9,11,2006,79.6,71.2
9,12,2006,80.1,66.3
9,13,2006,80.8,64.1
9,14,2006,77.9,67.7
9,15,2006,80.4,69.6
9,16,2006,83.7,68.7
9,17,2006,84.5,69
9,18,2006,79.2,71.9
9,19,2006,75.8,75.7
9,20,2006,73.4,66.6
9,21,2006,75.5,59.3
9,22,2006,86,64.4
9,23,2006,86.1,75.3
9,24,2006,77.2,78.7
9,25,2006,71.5,70.5
9,26,2006,70.5,62.3
9,27,2006,72.8,63.4
9,28,2006,76,69
9,29,2006,71.7,60.3
9,30,2006,78.9,58.7
10,1,2006,79.9,66.7
10,2,2006,78.1,63.4
10,3,2006,78.1,64.2
10,4,2006,77.9,68.2
10,5,2006,80.4,70.8
10,6,2006,79.4,64.3
10,7,2006,73.2,53.8
10,8,2006,70.4,61.4
10,9,2006,74.6,62.8
10,10,2006,74.5,66.6
10,11,2006,73,63
10,12,2006,73.3,67.2
10,13,2006,66.9,53.2
10,14,2006,67.9,48
10,15,2006,72,48.3
10,16,2006,77.3,50.9
10,17,2006,76.6,59.3
10,18,2006,79.1,71.3
10,19,2006,69.4,66.6
10,20,2006,61,70.8
10,21,2006,67.3,53.3
10,22,2006,65.5,51.6
10,23,2006,57.9,52.1
10,24,2006,60.7,42.6
10,25,2006,70.6,43
10,26,2006,77.1,44.3
10,27,2006,71,50.2
10,28,2006,63.1,65.2
10,29,2006,62.4,53.9
10,30,2006,70.5,58.3
10,31,2006,74.4,60
11,1,2006,67.7,62.5
11,2,2006,59.3,60.8
11,3,2006,52.6,44
11,4,2006,56.6,37.6
11,5,2006,65.3,38.4
11,6,2006,69.9,43.5
11,7,2006,64.8,51.7
11,8,2006,65.7,60.3
11,9,2006,72.6,60.9
11,10,2006,78.8,61.3
11,11,2006,64,65.9
11,12,2006,54.3,56.3
11,13,2006,61.4,55.1
11,14,2006,72.6,57.6
11,15,2006,69.9,55.9
11,16,2006,53.8,66
11,17,2006,51,50.8
11,18,2006,57.4,46.1
11,19,2006,55.8,43.4
11,20,2006,51.7,46.3
11,21,2006,47.6,40.9
11,22,2006,54.2,42.9
11,23,2006,60.5,43.7
11,24,2006,62.1,46.9
11,25,2006,61.4,46.2
11,26,2006,64.8,47.1
11,27,2006,67.7,48.2
11,28,2006,71.4,55
11,29,2006,74.5,61.3
11,30,2006,61.8,66.2
12,1,2006,40.7,69.6
12,2,2006,44.5,52.1
12,3,2006,48,44.8
12,4,2006,43.8,41.1
12,5,2006,41.8,36.2
12,6,2006,53.6,41.7
12,7,2006,57.1,50.4
12,8,2006,43.6,30.4
12,9,2006,41.3,29.7
12,10,2006,48.6,39.3
12,11,2006,63.8,46.1
12,12,2006,68.5,44.1
12,13,2006,56.4,50.1
12,14,2006,55.9,50.7
12,15,2006,65.2,50.9
12,16,2006,68.3,50.2
12,17,2006,70.6,51.5
12,18,2006,68,57.8
12,19,2006,67.3,53.7
12,20,2006,68.8,42.5
12,21,2006,61.7,44
12,22,2006,55.2,55.7
12,23,2006,51.5,63.9
12,24,2006,50.2,47.5
12,25,2006,47.8,47.6
12,26,2006,44,51.8
12,27,2006,45.5,44.6
12,28,2006,57.2,40.7
12,29,2006,68,43.7
12,30,2006,62.9,44.5
12,31,2006,54.6,55.9
1,1,2007,48.6,62.6
1,2,2007,44.9,47.9
1,3,2007,47.2,43.2
1,4,2007,53.4,54.3
1,5,2007,58.4,62.9
1,6,2007,62,64.5
1,7,2007,58.3,52.5
1,8,2007,50.6,60.5
1,9,2007,51.7,42.1
1,10,2007,50.6,38.5
1,11,2007,58.3,34.8
1,12,2007,70.7,46.5
1,13,2007,71.5,56.4
1,14,2007,60.1,59.5
1,15,2007,44.1,63.5
1,16,2007,34.9,59.2
1,17,2007,33.6,36.7
1,18,2007,38.3,30.8
1,19,2007,45.1,40.6
1,20,2007,48.2,39.7
1,21,2007,52.8,32
1,22,2007,50.2,35.7
1,23,2007,45.6,40.3
1,24,2007,43.6,38.1
1,25,2007,48.9,37.6
1,26,2007,50,34.9
1,27,2007,55.6,43.4
1,28,2007,49.8,51.4
1,29,2007,42.6,29.7
1,30,2007,49,33.6
1,31,2007,44.3,33.7
2,1,2007,46.5,32
2,2,2007,47.8,37.5
2,3,2007,41.8,38.1
2,4,2007,47.9,37.7
2,5,2007,50.5,33.4
2,6,2007,52.3,25
2,7,2007,60.7,42.5
2,8,2007,67.6,37.4
2,9,2007,56,31.3
2,10,2007,45.7,34
2,11,2007,48.9,33.8
2,12,2007,60,40.5
2,13,2007,58.5,46.3
2,14,2007,41.8,40
2,15,2007,38.8,30.4
2,16,2007,35.6,29.8
2,17,2007,47.4,31.9
2,18,2007,53.8,39
2,19,2007,54,32.8
2,20,2007,65.1,49.5
2,21,2007,69.2,59.3
2,22,2007,67.6,58.6
2,23,2007,63.1,48.6
2,24,2007,70.5,42.1
2,25,2007,61.7,47
2,26,2007,59.9,47.5
2,27,2007,63.9,49.5
2,28,2007,68.1,49.7
3,1,2007,72.4,52.3
3,2,2007,58.6,63
3,3,2007,56.9,53.4
3,4,2007,51.1,45.4
3,5,2007,50.9,43
3,6,2007,54,49.8
3,7,2007,57.9,48.2
3,8,2007,60.6,44.1
3,9,2007,62.9,43.9
3,10,2007,67.9,51.9
3,11,2007,67.3,59.9
3,12,2007,67.9,51.2
3,13,2007,66,58.4
3,14,2007,63.5,67.2
3,15,2007,63.3,68.9
3,16,2007,65.7,53.3
3,17,2007,59.8,40.3
3,18,2007,63.5,38.8
3,19,2007,69.7,45.7
3,20,2007,70.5,60.4
3,21,2007,72.7,58.4
3,22,2007,69.2,57.3
3,23,2007,71.4,67.2
3,24,2007,71.1,70.4
3,25,2007,73.4,68.9
3,26,2007,70.5,57.6
3,27,2007,73,68.9
3,28,2007,73.8,72.3
3,29,2007,74.4,55.9
3,30,2007,72.8,50.4
3,31,2007,69.1,61
4,1,2007,73.1,67.2
4,2,2007,73.5,70.1
4,3,2007,77.8,69.6
4,4,2007,72.2,72.4
4,5,2007,62.6,55
4,6,2007,61.9,44.3
4,7,2007,50.4,40.7
4,8,2007,43.6,40.5
4,9,2007,55.8,43.5
4,10,2007,67.3,47.1
4,11,2007,72.5,51.3
4,12,2007,66.2,63.7
4,13,2007,69.9,57.6
4,14,2007,64.5,57.1
4,15,2007,56.5,64.2
4,16,2007,59.7,49.3
4,17,2007,63.3,58
4,18,2007,64.3,55.3
4,19,2007,65.9,52.3
4,20,2007,69.2,56.2
4,21,2007,67.7,58.9
4,22,2007,71.3,64
4,23,2007,71.2,68.5
4,24,2007,75.1,70
4,25,2007,70.8,72.6
4,26,2007,70.3,74.9
4,27,2007,67.2,74.2
4,28,2007,71.4,67.5
4,29,2007,72.6,67.8
4,30,2007,73.4,69
5,1,2007,72.1,74.6
5,2,2007,75.7,76.3
5,3,2007,75.6,66.1
5,4,2007,75.1,55.4
5,5,2007,79,58.3
5,6,2007,79.3,61.1
5,7,2007,80.1,55.4
5,8,2007,77.6,58.1
5,9,2007,76.7,66.8
5,10,2007,75,71.2
5,11,2007,71.2,73.8
5,12,2007,75.4,71.7
5,13,2007,79.2,67.2
5,14,2007,78.4,60.3
5,15,2007,77.8,67.1
5,16,2007,75.6,72
5,17,2007,71.5,65.5
5,18,2007,71.7,61.6
5,19,2007,70.3,58.4
5,20,2007,71,64.9
5,21,2007,72.1,70.2
5,22,2007,74,71.9
5,23,2007,76.9,70.1
5,24,2007,79.2,69.5
5,25,2007,76.9,71.3
5,26,2007,74.3,75.1
5,27,2007,73.6,76.6
5,28,2007,72.4,76.2
5,29,2007,75.7,76.6
5,30,2007,78.7,76.9
5,31,2007,76.3,77.5
6,1,2007,79.5,76.6
6,2,2007,78.7,74.9
6,3,2007,81,69.7
6,4,2007,82.4,74.2
6,5,2007,80,77.4
6,6,2007,80.2,73
6,7,2007,84.4,77.5
6,8,2007,85.6,83.4
6,9,2007,84.2,82.7
6,10,2007,83.3,76.2
6,11,2007,82.6,72.7
6,12,2007,84,73
6,13,2007,83.9,70
6,14,2007,78.9,65.7
6,15,2007,78,65.2
6,16,2007,77.7,69.5
6,17,2007,75.8,76
6,18,2007,82.5,78.7
6,19,2007,87,82.9
6,20,2007,83.9,75.4
6,21,2007,80.6,74
6,22,2007,79.9,75.5
6,23,2007,79.1,73
6,24,2007,78.4,76.9
6,25,2007,79.1,79
6,26,2007,81.6,81.5
6,27,2007,84.7,79.1
6,28,2007,82.5,80.7
6,29,2007,81.1,80.4
6,30,2007,81.3,77.5
7,1,2007,79.4,76.7
7,2,2007,78.2,73.8
7,3,2007,80.3,74
7,4,2007,76.6,76.8
7,5,2007,77,78.9
7,6,2007,78.9,81.2
7,7,2007,80.9,81.2
7,8,2007,80.6,80.5
7,9,2007,85.2,83.4
7,10,2007,85.9,81.7
7,11,2007,85.2,79.2
7,12,2007,85.9,78.3
7,13,2007,84.6,75.7
7,14,2007,82.2,73.1
7,15,2007,78.5,77.6
7,16,2007,78.8,80.4
7,17,2007,79.5,82
7,18,2007,78.8,77.9
7,19,2007,77.5,82.3
7,20,2007,78.1,81.5
7,21,2007,82.8,75.5
7,22,2007,83.3,71.4
7,23,2007,81.4,73.8
7,24,2007,78.9,75.2
7,25,2007,80.2,76.3
7,26,2007,78.9,78.6
7,27,2007,77.4,79.5
7,28,2007,81.1,75.7
7,29,2007,81.4,77.5
7,30,2007,84.4,78.6
7,31,2007,85.9,77.8
8,1,2007,84,80.1
8,2,2007,79.9,80.7
8,3,2007,81.3,81.6
8,4,2007,81.6,82.2
8,5,2007,82.8,83.8
8,6,2007,85.7,84.2
8,7,2007,86.2,86.8
8,8,2007,86.1,88.8
8,9,2007,85.7,90.8
8,10,2007,87.2,87.2
8,11,2007,87.9,80
8,12,2007,89.1,79.2
8,13,2007,88.1,83
8,14,2007,88.1,82.5
8,15,2007,86.7,82.4
8,16,2007,79.9,87.4
8,17,2007,81.9,85.7
8,18,2007,81.7,82.5
8,19,2007,83.7,81.5
8,20,2007,84.1,87.7
8,21,2007,83.6,88.9
8,22,2007,84.7,80.1
8,23,2007,85.2,81.4
8,24,2007,84.3,84.3
8,25,2007,82.9,86.3
8,26,2007,83.7,83.6
8,27,2007,83.1,77.9
8,28,2007,-99,-99
8,29,2007,79.4,81.4
8,30,2007,80.5,80.5
8,31,2007,82.3,79.4
9,1,2007,80.2,77.2
9,2,2007,78.2,75.1
9,3,2007,79.3,75.9
9,4,2007,73.9,73.2
9,5,2007,81.9,80
9,6,2007,82.7,82.2
9,7,2007,83.6,81
9,8,2007,82.3,78.6
9,9,2007,82.4,77.5
9,10,2007,83.7,81
9,11,2007,82.3,85.4
9,12,2007,78.1,80.9
9,13,2007,79.5,76.3
9,14,2007,81.2,75.4
9,15,2007,81.8,73.8
9,16,2007,78.4,64.3
9,17,2007,78.1,63.3
9,18,2007,79.1,64.8
9,19,2007,82.4,64.9
9,20,2007,79.9,68.8
9,21,2007,77.3,70.7
9,22,2007,77.7,78.5
9,23,2007,80.3,78.2
9,24,2007,79.4,77.3
9,25,2007,79.8,72.9
9,26,2007,80.5,75.8
9,27,2007,81.4,77.3
9,28,2007,80.7,76.7
9,29,2007,78.7,67.6
9,30,2007,78.7,64.3
10,1,2007,81.1,67.4
10,2,2007,80.1,69.9
10,3,2007,77.4,72.6
10,4,2007,77.8,75.3
10,5,2007,78.6,73
10,6,2007,80.5,73.5
10,7,2007,79.3,75.5
10,8,2007,78.8,77.2
10,9,2007,80.7,78.3
10,10,2007,78.8,76.4
10,11,2007,73.4,65.3
10,12,2007,71.8,57.8
10,13,2007,71.8,58.5
10,14,2007,71.5,59.8
10,15,2007,77,63.4
10,16,2007,70,65.6
10,17,2007,79.1,68.3
10,18,2007,81.7,71.8
10,19,2007,75.1,75.8
10,20,2007,70.3,70.2
10,21,2007,73.4,61.5
10,22,2007,68.3,68.2
10,23,2007,59,72.4
10,24,2007,60.9,74.8
10,25,2007,59.4,64.7
10,26,2007,57.2,62.7
10,27,2007,59.4,67.4
10,28,2007,61.9,57
10,29,2007,62.6,49.2
10,30,2007,62.2,47.4
10,31,2007,64.2,53
11,1,2007,68.1,62.4
11,2,2007,68.4,57.8
11,3,2007,68.8,52.7
11,4,2007,67.5,49.3
11,5,2007,71.3,49.8
11,6,2007,68.1,57.6
11,7,2007,59.8,44.7
11,8,2007,59.9,41.6
11,9,2007,71.9,44.3
11,10,2007,71.9,49.8
11,11,2007,70.7,42.7
11,12,2007,71.3,47.5
11,13,2007,71.1,56.4
11,14,2007,76.2,63.3
11,15,2007,65.2,58.9
11,16,2007,54.6,43.1
11,17,2007,64.8,42.1
11,18,2007,66.5,52
11,19,2007,67.2,52.4
11,20,2007,69.9,52.7
11,21,2007,73.9,58.6
11,22,2007,52.5,66.1
11,23,2007,49,49.4
11,24,2007,46,37.3
11,25,2007,46.1,41.7
11,26,2007,48.3,51.2
11,27,2007,48.5,60.8
11,28,2007,54,44.8
11,29,2007,59.3,45.5
11,30,2007,60.7,44.8
12,1,2007,65.3,41.1
12,2,2007,72.8,44.6
12,3,2007,57.9,53.6
12,4,2007,46.3,39.6
12,5,2007,54.7,42.1
12,6,2007,56.3,38.8
12,7,2007,65.3,35.8
12,8,2007,74.8,51.6
12,9,2007,73.8,60
12,10,2007,67.1,65.3
12,11,2007,74.7,63.1
12,12,2007,67.3,64.7
12,13,2007,50.5,62.9
12,14,2007,57.5,59.6
12,15,2007,62.8,43.9
12,16,2007,42.7,40.3
12,17,2007,42.2,36.5
12,18,2007,58.8,33.5
12,19,2007,63.6,38.3
12,20,2007,71.8,40.3
12,21,2007,57.9,44.3
12,22,2007,64.9,46.2
12,23,2007,44.1,54.7
12,24,2007,43.8,47.2
12,25,2007,46.2,42.4
12,26,2007,54,40.3
12,27,2007,44.6,44
12,28,2007,54.1,48.3
12,29,2007,48.4,65.6
12,30,2007,50.2,54.8
12,31,2007,52.5,47.3
1,1,2008,50.7,46.4
1,2,2008,41.8,32.6
1,3,2008,36.1,27.1
1,4,2008,44.3,28
1,5,2008,62.8,36.3
1,6,2008,69.6,50.8
1,7,2008,71.8,56.7
1,8,2008,71.6,58.7
1,9,2008,56.4,64
1,10,2008,63.1,53
1,11,2008,52.4,59.4
1,12,2008,52.7,51.5
1,13,2008,54.2,44.6
1,14,2008,49.5,41.8
1,15,2008,52.6,35.3
1,16,2008,48.7,33.3
1,17,2008,50.1,36.4
1,18,2008,43.6,37.9
1,19,2008,41.7,38.7
1,20,2008,40.3,30.8
1,21,2008,46.9,25.8
1,22,2008,59.9,31.2
1,23,2008,47.4,42.1
1,24,2008,44.5,39.3
1,25,2008,42.5,30
1,26,2008,46.2,35.1
1,27,2008,49.7,39.7
1,28,2008,54.1,37.4
1,29,2008,70,48.9
1,30,2008,48,53.5
1,31,2008,55.9,38
2,1,2008,46.2,44.4
2,2,2008,54.3,44
2,3,2008,69.1,49.2
2,4,2008,72.9,53.8
